# Event	Time [ms]	ADC	datum
2791	38572	3	1712
2792	38574	0	8191
2792	38574	1	0
2792	38574	2	1676
2792	38574	3	1549
2793	38579	0	5310
2793	38579	1	0
2793	38579	2	1566
2793	38579	3	1596
2794	38582	2	1668
2794	38582	3	1624
2795	38607	2	1679
2795	38607	3	1594
2796	38616	0	1213
2796	38616	1	58
2796	38616	2	1638
2796	38616	3	1513
2797	38629	0	2850
2797	38629	1	81
2797	38629	2	1613
2797	38629	3	1524
2798	38635	2	1558
2798	38635	3	1640
2799	38644	0	8191
2799	38644	1	0
2799	38644	2	1672
2799	38644	3	1552
2800	38647	0	8191
2800	38647	1	0
2800	38647	2	1666
2800	38647	3	1563
2801	38653	0	7364
2801	38653	1	0
2802	38674	0	3259
2802	38674	1	0
2802	38674	2	1601
2802	38674	3	1532
2803	38695	0	6540
2803	38695	1	0
2803	38695	2	1558
2803	38695	3	1633
2804	38746	0	8191
2804	38746	1	73
2804	38746	2	1675
2804	38746	3	1551
2805	38751	0	8191
2805	38751	1	72
2805	38751	2	1664
2805	38751	3	1537
2806	38768	0	6953
2806	38768	1	0
2806	38768	2	1554
2806	38768	3	1669
2807	38768	2	1652
2807	38768	3	1511
2808	38793	0	3262
2808	38793	1	43
2808	38793	2	1600
2808	38793	3	1524
2809	38805	0	5313
2809	38805	1	0
2809	38805	2	1580
2809	38805	3	1597
2810	38816	0	8191
2810	38816	1	0
2810	38816	2	1661
2810	38816	3	1543
2811	38818	2	1559
2811	38818	3	1650
2812	38821	0	6134
2812	38821	1	0
2812	38821	2	1565
2812	38821	3	1636
2813	38839	0	1214
2813	38839	1	49
2813	38839	2	1646
2813	38839	3	1526
2814	38839	0	8191
2814	38839	1	0
2814	38839	2	1679
2814	38839	3	1567
2815	38843	0	8191
2815	38843	1	0
2816	38845	0	3668
2816	38845	1	0
2816	38845	2	1596
2816	38845	3	1544
2817	38846	0	3262
2817	38846	1	0
2817	38846	2	1594
2817	38846	3	1531
2818	38846	0	3259
2818	38846	1	42
2818	38846	2	1604
2818	38846	3	1534
2819	38878	0	4491
2819	38878	1	0
2819	38878	2	1587
2819	38878	3	1565
2820	38879	0	4902
2820	38879	1	0
2820	38879	2	1588
2820	38879	3	1570
2821	38910	2	1689
2821	38910	3	1625
2822	38938	0	1212
2822	38938	1	0
2822	38938	2	1641
2822	38938	3	1517
2823	38957	2	1559
2823	38957	3	1679
2824	38960	2	1638
2824	38960	3	1520
2825	38991	0	6539
2825	38991	1	0
2825	38991	2	1556
2825	38991	3	1653
2826	38998	0	1214
2826	38998	1	42
2826	38998	2	1654
2826	38998	3	1524
2827	39001	0	6952
2827	39001	1	69
2827	39001	2	1546
2827	39001	3	1651
2828	39012	0	8191
2828	39012	1	0
2828	39012	2	1568
2828	39012	3	1699
2829	39052	0	3260
2829	39052	1	0
2829	39052	2	1602
2829	39052	3	1518
2830	39073	2	1660
2830	39073	3	1587
2831	39115	0	802
2831	39115	1	0
2831	39115	2	1651
2831	39115	3	1523
2832	39126	0	4900
2832	39126	1	43
2832	39126	2	1578
2832	39126	3	1575
2833	39143	2	1670
2833	39143	3	1612
2834	39145	0	6953
2834	39145	1	0
2834	39145	2	1556
2834	39145	3	1661
2835	39153	0	6542
2835	39153	1	70
2835	39153	2	1551
2835	39153	3	1642
2836	39160	0	8191
2836	39160	1	0
2836	39160	2	1671
2836	39160	3	1557
2837	39175	0	395
2837	39175	1	115
2837	39175	2	1648
2837	39175	3	1525
2838	39186	0	4490
2838	39186	1	0
2838	39186	2	1578
2838	39186	3	1561
2839	39205	0	8191
2839	39205	1	0
2839	39205	2	1667
2839	39205	3	1562
2840	39210	0	7771
2840	39210	1	0
2840	39210	2	1553
2840	39210	3	1670
2841	39213	2	1679
2841	39213	3	1606
2842	39217	0	4489
2842	39217	1	74
2842	39217	2	1580
2842	39217	3	1554
2843	39226	2	1675
2843	39226	3	1614
2844	39251	2	1666
2844	39251	3	1617
2845	39253	0	8191
2845	39253	1	39
2845	39253	2	1668
2845	39253	3	1575
2846	39256	0	2031
2846	39256	1	73
2846	39256	2	1630
2846	39256	3	1517
2847	39275	0	2853
2847	39275	1	0
2847	39275	2	1612
2847	39275	3	1525
2848	39317	0	8191
2848	39317	1	0
2848	39317	2	1656
2848	39317	3	1537
2849	39347	0	2441
2849	39347	1	41
2849	39347	2	1622
2849	39347	3	1518
2850	39391	0	8191
2850	39391	1	0
2850	39391	2	1663
2850	39391	3	1534
2851	39393	2	1656
2851	39393	3	1584
2852	39431	0	8181
2852	39431	1	0
2852	39431	2	1564
2852	39431	3	1694
2853	39438	0	5721
2853	39438	1	53
2853	39438	2	1567
2853	39438	3	1621
2854	39443	0	8191
2854	39443	1	103
2854	39443	2	1671
2854	39443	3	1549
2855	39473	0	8191
2855	39473	1	0
2855	39473	2	1669
2855	39473	3	1555
2856	39504	0	4076
2856	39504	1	0
2856	39504	2	1586
2856	39504	3	1546
2857	39505	0	1621
2857	39505	1	126
2857	39505	2	1639
2857	39505	3	1510
2858	39506	0	395
2858	39506	1	0
2858	39506	2	1669
2858	39506	3	1533
2859	39511	0	8184
2859	39511	1	67
2859	39511	2	1556
2859	39511	3	1694
2860	39522	0	6954
2860	39522	1	0
2860	39522	2	1547
2860	39522	3	1665
2861	39531	0	1210
2861	39531	1	0
2861	39531	2	1653
2861	39531	3	1513
2862	39551	2	1654
2862	39551	3	1573
2863	39555	0	2854
2863	39555	1	0
2863	39555	2	1625
2863	39555	3	1529
2864	39562	2	1661
2864	39562	3	1597
2865	39565	0	8191
2865	39565	1	50
2865	39565	2	1551
2865	39565	3	1705
2866	39623	2	1557
2866	39623	3	1666
2867	39654	0	3671
2867	39654	1	0
2867	39654	2	1588
2867	39654	3	1537
2868	39690	0	4489
2868	39690	1	0
2868	39690	2	1587
2868	39690	3	1569
2869	39690	2	1663
2869	39690	3	1590
2870	39696	0	2851
2870	39696	1	0
2871	39699	0	8191
2871	39699	1	0
2871	39699	2	1660
2871	39699	3	1532
2872	39718	2	1568
2872	39718	3	1641
2873	39720	0	2440
2873	39720	1	54
2873	39720	2	1605
2873	39720	3	1519
2874	39722	0	8191
2874	39722	1	62
2874	39722	2	1676
2874	39722	3	1539
2875	39781	0	5724
2875	39781	1	42
2875	39781	2	1563
2875	39781	3	1609
2876	39807	2	1672
2876	39807	3	1590
2877	39834	2	1686
2877	39834	3	1615
2878	39846	0	8191
2878	39846	1	0
2878	39846	2	1656
2878	39846	3	1587
2879	39849	0	8191
2879	39849	1	103
2879	39849	2	1661
2879	39849	3	1537
2880	39867	2	1669
2880	39867	3	1587
2881	39868	2	1559
2881	39868	3	1685
2882	39889	0	4081
2882	39889	1	0
2882	39889	2	1604
2882	39889	3	1552
2883	39909	0	8191
2883	39909	1	0
2883	39909	2	1666
2883	39909	3	1534
2884	39925	0	8191
2884	39925	1	91
2884	39925	2	1675
2884	39925	3	1553
2885	39974	0	5720
2885	39974	1	0
2885	39974	2	1560
2885	39974	3	1610
2886	39988	0	1211
2886	39988	1	98
2886	39988	2	1654
2886	39988	3	1526
2887	39989	0	8191
2887	39989	1	62
2887	39989	2	1673
2887	39989	3	1542
2888	39993	0	2442
2888	39993	1	0
2888	39993	2	1621
2888	39993	3	1514
2889	40016	0	6134
2889	40016	1	0
2889	40016	2	1571
2889	40016	3	1640
2890	40019	0	8191
2890	40019	1	39
2890	40019	2	1561
2890	40019	3	1693
2891	40021	0	8191
2891	40021	1	0
2891	40021	2	1662
2891	40021	3	1578
2892	40041	2	1676
2892	40041	3	1629
2893	40041	0	4077
2893	40041	1	0
2893	40041	2	1590
2893	40041	3	1550
2894	40117	0	8191
2894	40117	1	0
2894	40117	2	1673
2894	40117	3	1584
2895	40134	2	1689
2895	40134	3	1626
2896	40143	2	1659
2896	40143	3	1596
2897	40149	2	1673
2897	40149	3	1535
2898	40161	0	1623
2898	40161	1	0
2898	40161	2	1637
2898	40161	3	1519
2899	40173	2	1668
2899	40173	3	1613
2900	40198	0	805
2900	40198	1	0
2900	40198	2	1643
2900	40198	3	1526
2901	40201	2	1659
2901	40201	3	1565
2902	40220	0	8191
2902	40220	1	50
2902	40220	2	1664
2902	40220	3	1543
2903	40230	0	7364
2903	40230	1	0
2903	40230	2	1566
2903	40230	3	1686
2904	40236	2	1625
2904	40236	3	1516
2905	40281	0	8191
2905	40281	1	0
2905	40281	2	1559
2905	40281	3	1712
2906	40293	0	8191
2906	40293	1	0
2906	40293	2	1673
2906	40293	3	1547
2907	40323	0	3670
2907	40323	1	0
2907	40323	2	1589
2907	40323	3	1538
2908	40328	0	4491
2908	40328	1	0
2908	40328	2	1584
2908	40328	3	1565
2909	40333	0	8191
2909	40333	1	63
2909	40333	2	1684
2909	40333	3	1578
2910	40334	0	5722
2910	40334	1	0
2910	40334	2	1575
2910	40334	3	1608
2911	40336	0	2441
2911	40336	1	0
2911	40336	2	1640
2911	40336	3	1511
2912	40349	2	1666
2912	40349	3	1539
2913	40353	0	2031
2913	40353	1	0
2913	40353	2	1643
2913	40353	3	1515
2914	40389	0	2031
2914	40389	1	0
2914	40389	2	1632
2914	40389	3	1518
2915	40391	0	803
2915	40391	1	0
2915	40391	2	1636
2915	40391	3	1520
2916	40404	0	1212
2916	40404	1	80
2916	40404	2	1648
2916	40404	3	1513
2917	40420	0	5721
2917	40420	1	0
2917	40420	2	1520
2917	40420	3	2726
2918	40492	0	805
2918	40492	1	0
2918	40492	2	1644
2918	40492	3	1526
2919	40507	2	1609
2919	40507	3	1570
2920	40558	0	6134
2920	40558	1	0
2920	40558	2	1558
2920	40558	3	1631
2921	40562	0	8183
2921	40562	1	0
2921	40562	2	1559
2921	40562	3	1696
2922	40574	0	8191
2922	40574	1	0
2922	40574	2	1560
2922	40574	3	1710
2923	40610	0	6543
2923	40610	1	0
2923	40610	2	1559
2923	40610	3	1645
2924	40643	2	1645
2924	40643	3	1528
2925	40647	0	3671
2925	40647	1	0
2925	40647	2	1598
2925	40647	3	1536
2926	40653	0	8191
2926	40653	1	0
2926	40653	2	1661
2926	40653	3	1548
2927	40653	2	1704
2927	40653	3	1619
2928	40673	0	6952
2928	40673	1	0
2928	40673	2	1543
2928	40673	3	1661
2929	40676	2	1676
2929	40676	3	1617
2930	40681	2	1545
2930	40681	3	1681
2931	40698	0	6134
2931	40698	1	0
2931	40698	2	1557
2931	40698	3	1634
2932	40714	0	6131
2932	40714	1	0
2932	40714	2	1568
2932	40714	3	1645
2933	40717	0	4081
2933	40717	1	33
2933	40717	2	1574
2933	40717	3	1554
2934	40726	0	8191
2934	40726	1	0
2934	40726	2	1543
2934	40726	3	1684
2935	40728	2	1686
2935	40728	3	1627
2936	40745	0	8191
2936	40745	1	0
2936	40745	2	1673
2936	40745	3	1582
2937	40747	0	5724
2937	40747	1	74
2937	40747	2	1576
2937	40747	3	1609
2938	40765	0	7364
2938	40765	1	0
2938	40765	2	1541
2938	40765	3	1671
2939	40769	0	2031
2939	40769	1	0
2939	40769	2	1653
2939	40769	3	1517
2940	40784	0	2851
2940	40784	1	0
2941	40860	0	6953
2941	40860	1	0
2941	40860	2	1560
2941	40860	3	1658
2942	40899	0	7774
2942	40899	1	0
2942	40899	2	1551
2942	40899	3	1683
2943	40903	0	5719
2943	40903	1	0
2943	40903	2	1563
2943	40903	3	1613
2944	40908	0	6134
2944	40908	1	0
2944	40908	2	1559
2944	40908	3	1631
2945	40910	0	5311
2945	40910	1	0
2945	40910	2	1563
2945	40910	3	1594
2946	40925	0	5724
2946	40925	1	0
2946	40925	2	1565
2946	40925	3	1613
2947	40935	0	6137
2947	40935	1	0
2947	40935	2	1557
2947	40935	3	1626
2948	40951	0	2440
2948	40951	1	38
2949	40968	0	2441
2949	40968	1	0
2949	40968	2	1619
2949	40968	3	1516
2950	40973	2	1658
2950	40973	3	1584
2951	40993	2	1554
2951	40993	3	1657
2952	40993	0	804
2952	40993	1	0
2952	40993	2	1625
2952	40993	3	1508
2953	41043	0	3259
2953	41043	1	0
2953	41043	2	1608
2953	41043	3	1534
2954	41053	0	4079
2954	41053	1	0
2954	41053	2	1595
2954	41053	3	1552
2955	41070	0	8191
2955	41070	1	0
2955	41070	2	1563
2955	41070	3	1716
2956	41073	2	1676
2956	41073	3	1616
2957	41082	0	4079
2957	41082	1	81
2957	41082	2	1587
2957	41082	3	1539
2958	41090	0	801
2958	41090	1	0
2958	41090	2	1644
2958	41090	3	1515
2959	41091	2	1734
2959	41091	3	1624
2960	41094	0	8191
2960	41094	1	0
2960	41094	2	1630
2960	41094	3	1564
2961	41109	0	3671
2961	41109	1	0
2961	41109	2	1593
2961	41109	3	1533
2962	41126	0	6540
2962	41126	1	0
2962	41126	2	1580
2962	41126	3	1658
2963	41128	0	4082
2963	41128	1	0
2963	41128	2	1592
2963	41128	3	1556
2964	41129	0	8191
2964	41129	1	0
2964	41129	2	1675
2964	41129	3	1555
2965	41139	0	8191
2965	41139	1	0
2965	41139	2	1660
2965	41139	3	1563
2966	41165	0	3260
2966	41165	1	0
2966	41165	2	1612
2966	41165	3	1523
2967	41167	2	1683
2967	41167	3	1607
2968	41167	2	1669
2968	41167	3	1607
2969	41171	0	8191
2969	41171	1	0
2969	41171	2	1569
2969	41171	3	1709
2970	41173	2	1670
2970	41173	3	1566
2971	41173	2	1697
2971	41173	3	1604
2972	41173	0	8191
2972	41173	1	0
2972	41173	2	1566
2972	41173	3	1704
2973	41179	0	8191
2973	41179	1	73
2973	41179	2	1684
2973	41179	3	1590
2974	41189	2	1670
2974	41189	3	1600
2975	41190	0	4081
2975	41190	1	0
2975	41190	2	1577
2975	41190	3	1544
2976	41200	0	8191
2976	41200	1	0
2976	41200	2	1655
2976	41200	3	1565
2977	41203	0	8191
2977	41203	1	0
2977	41203	2	1677
2977	41203	3	1546
2978	41205	0	8191
2978	41205	1	42
2978	41205	2	1677
2978	41205	3	1550
2979	41238	0	3262
2979	41238	1	0
2979	41238	2	1603
2979	41238	3	1529
2980	41262	0	6953
2980	41262	1	0
2980	41262	2	1543
2980	41262	3	1657
2981	41263	0	396
2981	41263	1	0
2981	41263	2	1674
2981	41263	3	1533
2982	41290	0	4080
2982	41290	1	94
2982	41290	2	1586
2982	41290	3	1548
2983	41307	0	8191
2983	41307	1	0
2984	41308	0	8191
2984	41308	1	0
2984	41308	2	1574
2984	41308	3	1696
2985	41321	0	3261
2985	41321	1	0
2985	41321	2	1613
2985	41321	3	1527
2986	41348	0	6134
2986	41348	1	0
2986	41348	2	1557
2986	41348	3	1635
2987	41383	0	8191
2987	41383	1	76
2987	41383	2	1647
2987	41383	3	1538
2988	41388	0	2440
2988	41388	1	0
2988	41388	2	1619
2988	41388	3	1517
2989	41419	0	8191
2989	41419	1	0
2989	41419	2	1666
2989	41419	3	1546
2990	41437	0	2851
2990	41437	1	62
2990	41437	2	1617
2990	41437	3	1534
2991	41459	2	1683
2991	41459	3	1619
2992	41460	0	3672
2992	41460	1	0
2992	41460	2	1604
2992	41460	3	1532
2993	41468	0	4904
2993	41468	1	103
2993	41468	2	1577
2993	41468	3	1589
2994	41471	0	5312
2994	41471	1	0
2994	41471	2	1570
2994	41471	3	1595
2995	41483	2	1685
2995	41483	3	1616
2996	41493	0	8191
2996	41493	1	41
2996	41493	2	1627
2996	41493	3	1555
2997	41500	0	8191
2997	41500	1	0
2997	41500	2	1543
2997	41500	3	1676
2998	41511	0	8183
2998	41511	1	0
2998	41511	2	1561
2998	41511	3	1688
2999	41520	0	5721
2999	41520	1	0
2999	41520	2	1565
2999	41520	3	1625
3000	41522	2	1673
3000	41522	3	1592
3001	41533	0	5307
3001	41533	1	142
3001	41533	2	1563
3001	41533	3	1585
3002	41534	0	4489
3002	41534	1	0
3002	41534	2	1566
3002	41534	3	1553
3003	41540	0	8191
3003	41540	1	0
3003	41540	2	1658
3003	41540	3	1542
3004	41577	0	6956
3004	41577	1	0
3004	41577	2	1558
3004	41577	3	1666
3005	41583	0	4902
3005	41583	1	0
3005	41583	2	1577
3005	41583	3	1587
3006	41585	0	5311
3006	41585	1	0
3006	41585	2	1567
3006	41585	3	1605
3007	41632	0	8191
3007	41632	1	0
3007	41632	2	1563
3007	41632	3	1700
3008	41634	0	1214
3008	41634	1	0
3008	41634	2	1642
3008	41634	3	1522
3009	41650	0	8182
3009	41650	1	0
3009	41650	2	1553
3009	41650	3	1669
3010	41652	0	8191
3010	41652	1	0
3010	41652	2	1665
3010	41652	3	1544
3011	41680	0	2032
3011	41680	1	0
3011	41680	2	1636
3011	41680	3	1515
3012	41683	2	1670
3012	41683	3	1630
3013	41695	0	4902
3013	41695	1	0
3013	41695	2	1580
3013	41695	3	1576
3014	41703	0	5311
3014	41703	1	49
3014	41703	2	1581
3014	41703	3	1602
3015	41729	0	7363
3015	41729	1	0
3015	41729	2	1560
3015	41729	3	1676
3016	41740	0	8191
3016	41740	1	0
3016	41740	2	1654
3016	41740	3	1528
3017	41748	3	1595
3018	41757	0	803
3018	41757	1	0
3018	41757	2	1655
3018	41757	3	1517
3019	41768	0	7362
3019	41768	1	0
3019	41768	2	1571
3019	41768	3	1663
3020	41806	0	2439
3020	41806	1	0
3020	41806	2	1609
3020	41806	3	1518
3021	41807	0	2851
3021	41807	1	115
3021	41807	2	1592
3021	41807	3	1516
3022	41808	0	4490
3022	41808	1	0
3022	41808	2	1573
3022	41808	3	1561
3023	41860	0	8191
3023	41860	1	0
3023	41860	2	1670
3023	41860	3	1556
3024	41863	0	4493
3024	41863	1	0
3024	41863	2	1571
3024	41863	3	1567
3025	41866	2	1667
3025	41866	3	1589
3026	41930	0	8191
3026	41930	1	0
3026	41930	2	1659
3026	41930	3	1571
3027	41945	0	804
3027	41945	1	51
3027	41945	2	1664
3027	41945	3	1526
3028	41953	0	4902
3028	41953	1	0
3028	41953	2	1579
3028	41953	3	1580
3029	41988	2	1686
3029	41988	3	1628
3030	41998	0	2034
3030	41998	1	0
3030	41998	2	1620
3030	41998	3	1512
3031	42029	0	6135
3031	42029	1	0
3031	42029	2	1572
3031	42029	3	1638
3032	42029	0	3260
3032	42029	1	0
3032	42029	2	1614
3032	42029	3	1527
3033	42069	0	8191
3033	42069	1	153
3033	42069	2	1565
3033	42069	3	1705
3034	42082	0	2030
3034	42082	1	0
3034	42082	2	1638
3034	42082	3	1508
3035	42125	0	2031
3035	42125	1	137
3035	42125	2	1630
3035	42125	3	1515
3036	42128	0	6539
3036	42128	1	0
3036	42128	2	1545
3036	42128	3	1650
3037	42202	0	7773
3037	42202	1	80
3037	42202	2	1566
3037	42202	3	1688
3038	42215	0	8191
3038	42215	1	0
3038	42215	2	1658
3038	42215	3	1577
3039	42229	0	2852
3039	42229	1	0
3039	42229	2	1614
3039	42229	3	1511
3040	42233	2	1555
3040	42233	3	1681
3041	42253	0	6540
3041	42253	1	0
3041	42253	2	1560
3041	42253	3	1657
3042	42272	0	8191
3042	42272	1	0
3043	42274	0	8191
3043	42274	1	36
3043	42274	2	1658
3043	42274	3	1545
3044	42303	0	8182
3044	42303	1	0
3044	42303	2	1552
3044	42303	3	1697
3045	42309	0	6132
3045	42309	1	0
3045	42309	2	1555
3045	42309	3	1625
3046	42317	0	803
3046	42317	1	0
3046	42317	2	1663
3046	42317	3	1520
3047	42341	0	395
3047	42341	1	0
3047	42341	2	1661
3047	42341	3	1532
3048	42344	0	8184
3048	42344	1	39
3048	42344	2	1551
3048	42344	3	1699
3049	42346	0	2439
3049	42346	1	0
3049	42346	2	1630
3049	42346	3	1518
3050	42355	0	2849
3050	42355	1	0
3050	42355	2	1615
3050	42355	3	1517
3051	42358	0	8191
3051	42358	1	0
3051	42358	2	1561
3051	42358	3	1690
3052	42402	0	5722
3052	42402	1	37
3052	42402	2	1555
3052	42402	3	1610
3053	42424	0	2442
3053	42424	1	41
3053	42424	2	1616
3053	42424	3	1524
3054	42429	0	2031
3054	42429	1	0
3054	42429	2	1631
3054	42429	3	1516
3055	42432	0	8191
3055	42432	1	0
3055	42432	2	1668
3055	42432	3	1570
3056	42440	0	6955
3056	42440	1	0
3056	42440	2	1557
3056	42440	3	1672
3057	42441	2	1656
3057	42441	3	1573
3058	42442	0	8191
3058	42442	1	0
3058	42442	2	1567
3058	42442	3	1704
3059	42458	0	803
3059	42458	1	0
3059	42458	2	1663
3059	42458	3	1529
3060	42458	0	805
3060	42458	1	0
3061	42462	0	394
3061	42462	1	0
3061	42462	2	1666
3061	42462	3	1538
3062	42492	2	1686
3062	42492	3	1618
3063	42493	0	8191
3063	42493	1	0
3063	42493	2	1674
3063	42493	3	1570
3064	42505	0	8191
3064	42505	1	0
3064	42505	2	1555
3064	42505	3	1699
3065	42519	0	7773
3065	42519	1	0
3065	42519	2	1563
3065	42519	3	1690
3066	42532	0	1215
3066	42532	1	0
3066	42532	2	1649
3066	42532	3	1510
3067	42542	0	8183
3067	42542	1	0
3067	42542	2	1545
3067	42542	3	1690
3068	42547	0	2031
3068	42547	1	0
3068	42547	2	1623
3068	42547	3	1500
3069	42548	0	2031
3069	42548	1	80
3069	42548	2	1619
3069	42548	3	1515
3070	42560	0	8191
3070	42560	1	0
3070	42560	2	1664
3070	42560	3	1538
3071	42570	2	1687
3071	42570	3	1620
3072	42571	0	8191
3072	42571	1	0
3072	42571	2	1666
3072	42571	3	1542
3073	42578	0	3260
3073	42578	1	0
3073	42578	2	1615
3073	42578	3	1531
3074	42614	0	3672
3074	42614	1	0
3074	42614	2	1596
3074	42614	3	1534
3075	42623	2	1663
3075	42623	3	1591
3076	42631	0	2031
3076	42631	1	0
3076	42631	2	1644
3076	42631	3	1519
3077	42648	2	1673
3077	42648	3	1598
3078	42650	0	4491
3078	42650	1	40
3078	42650	2	1585
3078	42650	3	1558
3079	42658	0	1622
3079	42658	1	151
3079	42658	2	1645
3079	42658	3	1514
3080	42683	0	4079
3080	42683	1	0
3080	42683	2	1601
3080	42683	3	1542
3081	42690	0	8191
3081	42690	1	0
3081	42690	2	1652
3081	42690	3	1568
3082	42691	0	8191
3082	42691	1	0
3082	42691	2	1556
3082	42691	3	1695
3083	42700	2	1657
3083	42700	3	1604
3084	42701	0	6133
3084	42701	1	0
3084	42701	2	1558
3084	42701	3	1633
3085	42705	2	1575
3085	42705	3	1598
3086	42726	0	8191
3086	42726	1	44
3086	42726	2	1662
3086	42726	3	1587
3087	42727	2	1559
3087	42727	3	1702
3088	42752	0	8191
3088	42752	1	0
3088	42752	2	1679
3088	42752	3	1557
3089	42757	0	5308
3089	42757	1	0
3089	42757	2	1579
3089	42757	3	1590
3090	42784	0	8191
3090	42784	1	0
3090	42784	2	1660
3090	42784	3	1550
3091	42800	2	1640
3091	42800	3	1515
3092	42809	0	6952
3092	42809	1	74
3092	42809	2	1563
3092	42809	3	1663
3093	42809	0	4901
3093	42809	1	0
3093	42809	2	1577
3093	42809	3	1577
3094	42814	0	392
3094	42814	1	0
3095	42832	0	8191
3095	42832	1	0
3095	42832	2	1673
3095	42832	3	1560
3096	42832	2	1673
3096	42832	3	1629
3097	42850	2	1584
3097	42850	3	1529
3098	42854	0	8191
3098	42854	1	112
3098	42854	2	1565
3098	42854	3	1710
3099	42860	0	5722
3099	42860	1	57
3099	42860	2	1561
3099	42860	3	1616
3100	42938	2	1693
3100	42938	3	1624
3101	42940	0	4901
3101	42940	1	0
3101	42940	2	1564
3101	42940	3	1567
3102	42960	0	8191
3102	42960	1	72
3102	42960	2	1669
3102	42960	3	1584
3103	42970	2	1673
3103	42970	3	1545
3104	42974	0	8191
3104	42974	1	0
3104	42974	2	1661
3104	42974	3	1536
3105	42978	0	3262
3105	42978	1	85
3105	42978	2	1611
3105	42978	3	1525
3106	43010	0	5310
3106	43010	1	0
3106	43010	2	1565
3106	43010	3	1601
3107	43019	0	8191
3107	43019	1	0
3107	43019	2	1554
3107	43019	3	1700
3108	43032	0	4905
3108	43032	1	0
3108	43032	2	1561
3108	43032	3	1579
3109	43055	0	8191
3109	43055	1	0
3109	43055	2	1662
3109	43055	3	1533
3110	43056	0	8191
3110	43056	1	97
3110	43056	2	1562
3110	43056	3	1701
3111	43063	0	4900
3111	43063	1	0
3111	43063	2	1583
3111	43063	3	1576
3112	43065	0	802
3112	43065	1	110
3112	43065	2	1632
3112	43065	3	1516
3113	43065	2	1603
3113	43065	3	1521
3114	43066	2	1671
3114	43066	3	1628
3115	43094	0	7361
3115	43094	1	0
3115	43094	2	1559
3115	43094	3	1667
3116	43099	2	1675
3116	43099	3	1604
3117	43105	2	1664
3117	43105	3	1590
3118	43113	0	2034
3118	43113	1	0
3118	43113	2	1635
3118	43113	3	1522
3119	43194	0	8191
3119	43194	1	0
3119	43194	2	1670
3119	43194	3	1563
3120	43196	0	8191
3120	43196	1	68
3120	43196	2	1659
3120	43196	3	1526
3121	43202	0	1210
3121	43202	1	0
3121	43202	2	1659
3121	43202	3	1519
3122	43216	0	807
3122	43216	1	0
3122	43216	2	1643
3122	43216	3	1530
3123	43240	0	7364
3123	43240	1	56
3123	43240	2	1564
3123	43240	3	1665
3124	43278	0	2850
3124	43278	1	49
3124	43278	2	1602
3124	43278	3	1523
3125	43282	0	395
3125	43282	1	51
3125	43282	2	1648
3125	43282	3	1530
3126	43284	0	8191
3126	43284	1	48
3126	43284	2	1554
3126	43284	3	1691
3127	43286	0	4080
3127	43286	1	0
3127	43286	2	1586
3127	43286	3	1554
3128	43320	0	396
3128	43320	1	62
3128	43320	2	1668
3128	43320	3	1532
3129	43370	0	8191
3129	43370	1	0
3129	43370	2	1674
3129	43370	3	1581
3130	43376	0	8191
3130	43376	1	0
3130	43376	2	1666
3130	43376	3	1582
3131	43376	0	5310
3131	43376	1	0
3131	43376	2	1566
3131	43376	3	1596
3132	43441	0	8191
3132	43441	1	40
3132	43441	2	1551
3132	43441	3	1698
3133	43471	2	1668
3133	43471	3	1601
3134	43472	0	395
3134	43472	1	0
3134	43472	2	1656
3134	43472	3	1528
3135	43484	0	8191
3135	43484	1	69
3135	43484	2	1650
3135	43484	3	1549
3136	43486	0	6134
3136	43486	1	0
3136	43486	2	1576
3136	43486	3	1635
3137	43496	0	2850
3137	43496	1	40
3137	43496	2	1619
3137	43496	3	1527
3138	43497	0	7364
3138	43497	1	67
3138	43497	2	1554
3138	43497	3	1663
3139	43512	2	1681
3139	43512	3	1611
3140	43541	2	1673
3140	43541	3	1533
3141	43548	0	8191
3141	43548	1	45
3141	43548	2	1553
3141	43548	3	1692
3142	43550	0	4902
3142	43550	1	0
3142	43550	2	1571
3142	43550	3	1569
3143	43560	0	396
3143	43560	1	35
3143	43560	2	1666
3143	43560	3	1528
3144	43571	2	1669
3144	43571	3	1598
3145	43603	0	8183
3145	43603	1	0
3145	43603	2	1566
3145	43603	3	1697
3146	43626	0	7367
3146	43626	1	0
3146	43626	2	1547
3146	43626	3	1679
3147	43666	2	1671
3147	43666	3	1620
3148	43684	2	1673
3148	43684	3	1623
3149	43689	0	5312
3149	43689	1	0
3149	43689	2	1583
3149	43689	3	1595
3150	43708	0	8183
3150	43708	1	0
3150	43708	2	1547
3150	43708	3	1684
3151	43727	0	5309
3151	43727	1	0
3151	43727	2	1568
3151	43727	3	1592
3152	43744	0	393
3152	43744	1	0
3152	43744	2	1662
3152	43744	3	1528
3153	43762	0	2441
3153	43762	1	113
3153	43762	2	1629
3153	43762	3	1523
3154	43771	0	8191
3154	43771	1	0
3154	43771	2	1556
3154	43771	3	1703
3155	43780	0	4491
3155	43780	1	0
3155	43780	2	1574
3155	43780	3	1560
3156	43780	0	5310
3156	43780	1	0
3156	43780	2	1578
3156	43780	3	1583
3157	43795	0	6952
3157	43795	1	0
3157	43795	2	1557
3157	43795	3	1672
3158	43805	2	1650
3158	43805	3	1609
3159	43805	0	3259
3159	43805	1	0
3159	43805	2	1588
3159	43805	3	1522
3160	43815	0	3669
